"Date","Month","Year","Site.Name","COUNTY","meanLAT","meanLONG","Ozone","PM2.5"
2018-04-03,4,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,44,54
2018-04-03,4,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,47,56
2018-04-03,4,2018,"Leggett","Edgecombe",35.988278,-77.5843,37,35
2018-04-03,4,2018,"Linville Falls","Avery",35.972347,-81.933072,47,NA
2018-04-03,4,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,44,NA
2018-04-03,4,2018,"Millbrook School","Wake",35.856111,-78.574167,37,52.5
2018-04-03,4,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,34,45
2018-04-03,4,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,41,47
2018-04-04,4,2018,"Bryson City","Swain",35.434767,-83.442133,43,18
2018-04-04,4,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,43,14
2018-04-04,4,2018,"Clemmons Middle","Forsyth",36.026,-80.342,46,38
2018-04-04,4,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,42,28
2018-04-04,4,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,44,NA
2018-04-04,4,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,44,24
2018-04-04,4,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,44,32
2018-04-04,4,2018,"Leggett","Edgecombe",35.988278,-77.5843,43,14
2018-04-04,4,2018,"Linville Falls","Avery",35.972347,-81.933072,44,NA
2018-04-04,4,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,46,NA
2018-04-04,4,2018,"Millbrook School","Wake",35.856111,-78.574167,44,30
2018-04-04,4,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,42,23
2018-04-04,4,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,44,23
2018-04-05,4,2018,"Bryson City","Swain",35.434767,-83.442133,46,28
2018-04-05,4,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,48,9
2018-04-05,4,2018,"Clemmons Middle","Forsyth",36.026,-80.342,50,28
2018-04-05,4,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,45,23.5
2018-04-05,4,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,51,15
2018-04-05,4,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,44,22
2018-04-05,4,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,47,20
2018-04-05,4,2018,"Leggett","Edgecombe",35.988278,-77.5843,NA,23
2018-04-05,4,2018,"Linville Falls","Avery",35.972347,-81.933072,48,19
2018-04-05,4,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,48,17
2018-04-05,4,2018,"Millbrook School","Wake",35.856111,-78.574167,45,26
2018-04-05,4,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,47,24
2018-04-05,4,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,45,25
2018-04-06,4,2018,"Bryson City","Swain",35.434767,-83.442133,33,37
2018-04-06,4,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,64,16
2018-04-06,4,2018,"Clemmons Middle","Forsyth",36.026,-80.342,54,43
2018-04-06,4,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,51,51
2018-04-06,4,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,61,NA
2018-04-06,4,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,NA,55
2018-04-06,4,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,51,45
2018-04-06,4,2018,"Leggett","Edgecombe",35.988278,-77.5843,61,29
2018-04-06,4,2018,"Linville Falls","Avery",35.972347,-81.933072,54,NA
2018-04-06,4,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,67,49
2018-04-06,4,2018,"Millbrook School","Wake",35.856111,-78.574167,54,51.5
2018-04-06,4,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,61,31
2018-04-06,4,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,64,48
2018-04-07,4,2018,"Bryson City","Swain",35.434767,-83.442133,33,20
2018-04-07,4,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,41,23
2018-04-07,4,2018,"Clemmons Middle","Forsyth",36.026,-80.342,41,31
2018-04-07,4,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,44,39
2018-04-07,4,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,43,NA
2018-04-07,4,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,39,36
2018-04-07,4,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,44,31
2018-04-07,4,2018,"Leggett","Edgecombe",35.988278,-77.5843,NA,25
2018-04-07,4,2018,"Linville Falls","Avery",35.972347,-81.933072,42,NA
2018-04-07,4,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,43,28
2018-04-07,4,2018,"Millbrook School","Wake",35.856111,-78.574167,42,43
2018-04-07,4,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,43,25
2018-04-07,4,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,41,31
2018-04-08,4,2018,"Bryson City","Swain",35.434767,-83.442133,42,10
2018-04-08,4,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,44,9
2018-04-08,4,2018,"Clemmons Middle","Forsyth",36.026,-80.342,45,22
2018-04-08,4,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,42,26.5
2018-04-08,4,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,45,8
2018-04-08,4,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,44,19
2018-04-08,4,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,46,21
2018-04-08,4,2018,"Leggett","Edgecombe",35.988278,-77.5843,NA,16
2018-04-08,4,2018,"Linville Falls","Avery",35.972347,-81.933072,45,12
2018-04-08,4,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,46,15
2018-04-08,4,2018,"Millbrook School","Wake",35.856111,-78.574167,45,25.3333333333333
2018-04-08,4,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,NA,19
2018-04-08,4,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,45,25
2018-04-09,4,2018,"Bryson City","Swain",35.434767,-83.442133,34,19
2018-04-09,4,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,38,13
2018-04-09,4,2018,"Clemmons Middle","Forsyth",36.026,-80.342,46,29
2018-04-09,4,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,45,44
2018-04-09,4,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,39,NA
2018-04-09,4,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,44,31
2018-04-09,4,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,47,30
2018-04-09,4,2018,"Leggett","Edgecombe",35.988278,-77.5843,39,22
2018-04-09,4,2018,"Linville Falls","Avery",35.972347,-81.933072,34,NA
2018-04-09,4,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,48,28
2018-04-09,4,2018,"Millbrook School","Wake",35.856111,-78.574167,40,35
2018-04-09,4,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,NA,29
2018-04-09,4,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,39,34
2018-04-10,4,2018,"Bryson City","Swain",35.434767,-83.442133,44,32
2018-04-10,4,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,36,15
2018-04-10,4,2018,"Clemmons Middle","Forsyth",36.026,-80.342,45,40
2018-04-10,4,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,44,44
2018-04-10,4,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,45,NA
2018-04-10,4,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,44,37
2018-04-10,4,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,46,42
2018-04-10,4,2018,"Leggett","Edgecombe",35.988278,-77.5843,NA,33
2018-04-10,4,2018,"Linville Falls","Avery",35.972347,-81.933072,44,NA
2018-04-10,4,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,45,32
2018-04-10,4,2018,"Millbrook School","Wake",35.856111,-78.574167,43,45
2018-04-10,4,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,NA,32
2018-04-10,4,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,43,40
2018-04-11,4,2018,"Bryson City","Swain",35.434767,-83.442133,41,27
2018-04-11,4,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,48,28
2018-04-11,4,2018,"Clemmons Middle","Forsyth",36.026,-80.342,47,40
2018-04-11,4,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,48,44.5
2018-04-11,4,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,46,16
2018-04-11,4,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,46,43
2018-04-11,4,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,46,38
2018-04-11,4,2018,"Leggett","Edgecombe",35.988278,-77.5843,NA,43
2018-04-11,4,2018,"Linville Falls","Avery",35.972347,-81.933072,44,19
2018-04-11,4,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,51,41
2018-04-11,4,2018,"Millbrook School","Wake",35.856111,-78.574167,49,54
2018-04-11,4,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,50,42
2018-04-11,4,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,50,53
2018-04-12,4,2018,"Bryson City","Swain",35.434767,-83.442133,54,50
2018-04-12,4,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,51,18
2018-04-12,4,2018,"Clemmons Middle","Forsyth",36.026,-80.342,71,62
2018-04-12,4,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,54,53
2018-04-12,4,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,77,NA
2018-04-12,4,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,58,51
2018-04-12,4,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,67,56
2018-04-12,4,2018,"Leggett","Edgecombe",35.988278,-77.5843,54,40
2018-04-12,4,2018,"Linville Falls","Avery",35.972347,-81.933072,64,NA
2018-04-12,4,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,64,51
2018-04-12,4,2018,"Millbrook School","Wake",35.856111,-78.574167,58,54.5
2018-04-12,4,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,51,41
2018-04-12,4,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,58,51
2018-04-13,4,2018,"Bryson City","Swain",35.434767,-83.442133,64,68
2018-04-13,4,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,47,20
2018-04-13,4,2018,"Clemmons Middle","Forsyth",36.026,-80.342,84,57
2018-04-13,4,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,51,48
2018-04-13,4,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,71,NA
2018-04-13,4,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,54,47
2018-04-13,4,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,84,54
2018-04-13,4,2018,"Leggett","Edgecombe",35.988278,-77.5843,54,36
2018-04-13,4,2018,"Linville Falls","Avery",35.972347,-81.933072,84,NA
2018-04-13,4,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,74,51
2018-04-13,4,2018,"Millbrook School","Wake",35.856111,-78.574167,51,50.5
2018-04-13,4,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,50,39
2018-04-13,4,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,51,47
2018-04-14,4,2018,"Bryson City","Swain",35.434767,-83.442133,44,48
2018-04-14,4,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,43,16
2018-04-14,4,2018,"Clemmons Middle","Forsyth",36.026,-80.342,49,48
2018-04-14,4,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,48,40.5
2018-04-14,4,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,44,29
2018-04-14,4,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,47,38
2018-04-14,4,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,47,41.5
2018-04-14,4,2018,"Leggett","Edgecombe",35.988278,-77.5843,45,29
2018-04-14,4,2018,"Linville Falls","Avery",35.972347,-81.933072,45,32
2018-04-14,4,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,50,43
2018-04-14,4,2018,"Millbrook School","Wake",35.856111,-78.574167,47,54.3333333333333
2018-04-14,4,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,45,32.5
2018-04-14,4,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,46,38
2018-04-15,4,2018,"Bryson City","Swain",35.434767,-83.442133,36,25
2018-04-15,4,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,31,18
2018-04-15,4,2018,"Clemmons Middle","Forsyth",36.026,-80.342,36,39
2018-04-15,4,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,36,25
2018-04-15,4,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,42,NA
2018-04-15,4,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,34,32
2018-04-15,4,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,37,31.5
2018-04-15,4,2018,"Leggett","Edgecombe",35.988278,-77.5843,36,30
2018-04-15,4,2018,"Linville Falls","Avery",35.972347,-81.933072,41,NA
2018-04-15,4,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,36,25
2018-04-15,4,2018,"Millbrook School","Wake",35.856111,-78.574167,34,33.5
2018-04-15,4,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,34,29
2018-04-15,4,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,33,29
2018-04-16,4,2018,"Bryson City","Swain",35.434767,-83.442133,40,13
2018-04-16,4,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,36,5
2018-04-16,4,2018,"Clemmons Middle","Forsyth",36.026,-80.342,36,11
2018-04-16,4,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,32,17
2018-04-16,4,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,43,NA
2018-04-16,4,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,33,12
2018-04-16,4,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,35,9
2018-04-16,4,2018,"Leggett","Edgecombe",35.988278,-77.5843,33,10
2018-04-16,4,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,35,6
2018-04-16,4,2018,"Millbrook School","Wake",35.856111,-78.574167,31,17.5
2018-04-16,4,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,35,11
2018-04-16,4,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,32,15
2018-04-17,4,2018,"Bryson City","Swain",35.434767,-83.442133,51,26
2018-04-17,4,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,46,4
2018-04-17,4,2018,"Clemmons Middle","Forsyth",36.026,-80.342,49,21
2018-04-17,4,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,48,19
2018-04-17,4,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,67,16
2018-04-17,4,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,49,17.5
2018-04-17,4,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,49,19
2018-04-17,4,2018,"Leggett","Edgecombe",35.988278,-77.5843,45,15
2018-04-17,4,2018,"Linville Falls","Avery",35.972347,-81.933072,64,15
2018-04-17,4,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,54,17
2018-04-17,4,2018,"Millbrook School","Wake",35.856111,-78.574167,46,21
2018-04-17,4,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,47,19
2018-04-17,4,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,47,32
2018-04-18,4,2018,"Bryson City","Swain",35.434767,-83.442133,54,35
2018-04-18,4,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,71,33
2018-04-18,4,2018,"Clemmons Middle","Forsyth",36.026,-80.342,80,32
2018-04-18,4,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,58,40
2018-04-18,4,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,67,NA
2018-04-18,4,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,71,35
2018-04-18,4,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,80,29
2018-04-18,4,2018,"Leggett","Edgecombe",35.988278,-77.5843,64,39
2018-04-18,4,2018,"Linville Falls","Avery",35.972347,-81.933072,77,NA
2018-04-18,4,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,84,27
2018-04-18,4,2018,"Millbrook School","Wake",35.856111,-78.574167,61,53.5
2018-04-18,4,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,67,43
2018-04-18,4,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,71,55
2018-04-19,4,2018,"Bryson City","Swain",35.434767,-83.442133,41,28
2018-04-19,4,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,74,32
2018-04-19,4,2018,"Clemmons Middle","Forsyth",36.026,-80.342,46,37
2018-04-19,4,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,46,33
2018-04-19,4,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,45,NA
2018-04-19,4,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,46,32
2018-04-19,4,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,44,31
2018-04-19,4,2018,"Leggett","Edgecombe",35.988278,-77.5843,48,24
2018-04-19,4,2018,"Linville Falls","Avery",35.972347,-81.933072,42,NA
2018-04-19,4,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,48,28
2018-04-19,4,2018,"Millbrook School","Wake",35.856111,-78.574167,49,38
2018-04-19,4,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,51,28
2018-04-19,4,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,51,33
2018-04-20,4,2018,"Bryson City","Swain",35.434767,-83.442133,50,17
2018-04-20,4,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,54,6
2018-04-20,4,2018,"Clemmons Middle","Forsyth",36.026,-80.342,64,20
2018-04-20,4,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,54,22
2018-04-20,4,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,71,11
2018-04-20,4,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,64,27
2018-04-20,4,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,67,18
2018-04-20,4,2018,"Leggett","Edgecombe",35.988278,-77.5843,NA,15
2018-04-20,4,2018,"Linville Falls","Avery",35.972347,-81.933072,61,11
2018-04-20,4,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,NA,21
2018-04-20,4,2018,"Millbrook School","Wake",35.856111,-78.574167,61,24
2018-04-20,4,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,54,18.5
2018-04-20,4,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,61,28
2018-04-21,4,2018,"Bryson City","Swain",35.434767,-83.442133,67,36
2018-04-21,4,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,71,7
2018-04-21,4,2018,"Clemmons Middle","Forsyth",36.026,-80.342,84,29
2018-04-21,4,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,77,38
2018-04-21,4,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,84,NA
2018-04-21,4,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,71,43
2018-04-21,4,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,84,25
2018-04-21,4,2018,"Leggett","Edgecombe",35.988278,-77.5843,64,19
2018-04-21,4,2018,"Linville Falls","Avery",35.972347,-81.933072,74,NA
2018-04-21,4,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,NA,30
2018-04-21,4,2018,"Millbrook School","Wake",35.856111,-78.574167,71,41.5
2018-04-21,4,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,71,25
2018-04-21,4,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,64,46
2018-04-22,4,2018,"Bryson City","Swain",35.434767,-83.442133,44,40
2018-04-22,4,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,67,5
2018-04-22,4,2018,"Clemmons Middle","Forsyth",36.026,-80.342,54,39
2018-04-22,4,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,64,38
2018-04-22,4,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,46,NA
2018-04-22,4,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,50,35
2018-04-22,4,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,61,33
2018-04-22,4,2018,"Leggett","Edgecombe",35.988278,-77.5843,58,15
2018-04-22,4,2018,"Linville Falls","Avery",35.972347,-81.933072,49,NA
2018-04-22,4,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,NA,31
2018-04-22,4,2018,"Millbrook School","Wake",35.856111,-78.574167,61,33.5
2018-04-22,4,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,64,22
2018-04-22,4,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,61,30
2018-04-23,4,2018,"Bryson City","Swain",35.434767,-83.442133,43,15
2018-04-23,4,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,45,2
2018-04-23,4,2018,"Clemmons Middle","Forsyth",36.026,-80.342,43,24
2018-04-23,4,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,47,21.5
2018-04-23,4,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,47,1
2018-04-23,4,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,40,19.5
2018-04-23,4,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,45,19
2018-04-23,4,2018,"Leggett","Edgecombe",35.988278,-77.5843,54,17
2018-04-23,4,2018,"Linville Falls","Avery",35.972347,-81.933072,48,7
2018-04-23,4,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,43,21
2018-04-23,4,2018,"Millbrook School","Wake",35.856111,-78.574167,49,22.6666666666667
2018-04-23,4,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,61,22.5
2018-04-23,4,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,48,22
2018-04-24,4,2018,"Bryson City","Swain",35.434767,-83.442133,33,9
2018-04-24,4,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,54,2
2018-04-24,4,2018,"Clemmons Middle","Forsyth",36.026,-80.342,35,15
2018-04-24,4,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,39,10
2018-04-24,4,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,45,NA
2018-04-24,4,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,34,12
2018-04-24,4,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,37,14
2018-04-24,4,2018,"Leggett","Edgecombe",35.988278,-77.5843,44,11
2018-04-24,4,2018,"Linville Falls","Avery",35.972347,-81.933072,40,NA
2018-04-24,4,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,38,8
2018-04-24,4,2018,"Millbrook School","Wake",35.856111,-78.574167,40,19.5
2018-04-24,4,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,46,19
2018-04-24,4,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,40,20
2018-04-25,4,2018,"Bryson City","Swain",35.434767,-83.442133,37,6
2018-04-25,4,2018,"Clemmons Middle","Forsyth",36.026,-80.342,40,12
2018-04-25,4,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,29,17
2018-04-25,4,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,42,NA
2018-04-25,4,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,41,15
2018-04-25,4,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,37,NA
2018-04-25,4,2018,"Leggett","Edgecombe",35.988278,-77.5843,34,30
2018-04-25,4,2018,"Linville Falls","Avery",35.972347,-81.933072,40,NA
2018-04-25,4,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,38,8
2018-04-25,4,2018,"Millbrook School","Wake",35.856111,-78.574167,27,33
2018-04-25,4,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,40,26
2018-04-25,4,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,31,31
2018-04-26,4,2018,"Bryson City","Swain",35.434767,-83.442133,25,14
2018-04-26,4,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,47,13
2018-04-26,4,2018,"Clemmons Middle","Forsyth",36.026,-80.342,44,18
2018-04-26,4,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,44,19
2018-04-26,4,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,64,3
2018-04-26,4,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,39,19
2018-04-26,4,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,46,13
2018-04-26,4,2018,"Leggett","Edgecombe",35.988278,-77.5843,39,24
2018-04-26,4,2018,"Linville Falls","Avery",35.972347,-81.933072,39,9
2018-04-26,4,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,46,14
2018-04-26,4,2018,"Millbrook School","Wake",35.856111,-78.574167,44,22.6666666666667
2018-04-26,4,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,43,22
2018-04-26,4,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,41,27
2018-04-27,4,2018,"Bryson City","Swain",35.434767,-83.442133,51,24
2018-04-27,4,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,45,21
2018-04-27,4,2018,"Clemmons Middle","Forsyth",36.026,-80.342,44,22
2018-04-27,4,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,45,20
2018-04-27,4,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,67,NA
2018-04-27,4,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,43,25
2018-04-27,4,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,44,NA
2018-04-27,4,2018,"Leggett","Edgecombe",35.988278,-77.5843,48,26
2018-04-27,4,2018,"Linville Falls","Avery",35.972347,-81.933072,48,NA
2018-04-27,4,2018,"Mendenhall School","Guilford",36.1090060008986,-79.802314,45,20
2018-04-27,4,2018,"Millbrook School","Wake",35.856111,-78.574167,46,22.5
2018-04-27,4,2018,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,48,25
2018-04-27,4,2018,"West Johnston Co.","Johnston",35.59095,-78.4622,44,28
2018-04-28,4,2018,"Bryson City","Swain",35.434767,-83.442133,64,35
2018-04-28,4,2018,"Castle Hayne","New Hanover",34.364167,-77.838611,50,18
2018-04-28,4,2018,"Clemmons Middle","Forsyth",36.026,-80.342,67,33
2018-04-28,4,2018,"Durham Armory","Durham",36.0329550008979,-78.904037,71,36
2018-04-28,4,2018,"Frying Pan Mountain","Haywood",35.379167,-82.7925,67,NA
2018-04-28,4,2018,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,71,38
2018-04-28,4,2018,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,61,NA
2018-04-28,4,2018,"Leggett","Edgecombe",35.988278,-77.5843,58,35
2018-04-28,4,2018,"Linville Falls","Avery",35.972347,-81.933072,67,NA
